,dataset,model,max_accuracy,mean_accuracy,std_accuracy,test_accs,max_layer
20,EMOVO,WAV2VEC2_BASE,44.387754797935486,"[25.91836691 32.65306056 30.20408094 33.06122482 32.65306056 37.85714269
 33.97959173 35.0000006  35.10204077 34.69387829 36.63265347 28.87755096
 22.85714328]","[1.38414832 1.0702126  2.68815112 2.17421181 3.60768779 3.91762322
 1.18999084 1.78498538 3.55535707 2.06616925 3.49629438 2.55306041
 3.43621608]","[[23.469388484954834, 33.16326439380646, 33.16326439380646, 34.69387888908386, 37.755101919174194, 37.755101919174194, 34.183672070503235, 35.20408272743225, 33.16326439380646, 36.22449040412903, 35.20408272743225, 26.020407676696777, 20.91836780309677], [27.551019191741943, 31.122449040412903, 32.65306055545807, 33.673468232154846, 26.530611515045166, 32.14285671710968, 32.65306055545807, 34.69387888908386, 36.73469424247742, 30.612245202064514, 32.14285671710968, 29.591837525367737, 20.408163964748383], [26.530611515045166, 31.63265287876129, 31.122449040412903, 32.65306055545807, 33.16326439380646, 38.26530575752258, 34.69387888908386, 35.20408272743225, 38.77550959587097, 35.71428656578064, 36.73469424247742, 29.081633687019348, 22.448979318141937], [26.530611515045166, 33.673468232154846, 26.530611515045166, 29.081633687019348, 32.14285671710968, 44.387754797935486, 32.65306055545807, 37.755101919174194, 37.755101919174194, 35.71428656578064, 42.85714328289032, 33.16326439380646, 29.591837525367737], [25.51020383834839, 33.673468232154846, 27.551019191741943, 35.20408272743225, 33.673468232154846, 36.73469424247742, 35.71428656578064, 32.14285671710968, 29.081633687019348, 35.20408272743225, 36.22449040412903, 26.530611515045166, 20.91836780309677]]",5
21,EMOVO,WAV2VEC2_LARGE,50.51020383834839,"[21.83673471 28.46938789 30.10204136 35.61224461 33.67346942 32.85714298
 37.85714269 41.93877578 43.46938789 43.06122541 42.85714269 45.81632674
 35.40816367 41.12244904 41.02040827 44.18367386 48.06122482 48.16326559
 45.51020324 37.44898021 27.75510222 26.53061241 27.24489808 23.06122482
 18.36734682]","[3.54068355 1.38414955 1.51350917 3.55535707 5.91484714 7.00002921
 3.29703986 3.46638564 1.52720637 4.0892788  3.11182636 2.98196805
 6.58617906 2.86078478 6.06778367 7.01488877 1.68907601 1.63265329
 0.59499481 4.01216418 3.42407388 3.43015023 3.94675112 2.62940783
 1.88153935]","[[23.979592323303223, 30.612245202064514, 31.63265287876129, 37.244898080825806, 37.244898080825806, 35.20408272743225, 38.77550959587097, 38.26530575752258, 45.40816247463226, 47.44898080825806, 45.40816247463226, 40.30612111091614, 29.081633687019348, 41.326531767845154, 34.183672070503235, 30.612245202064514, 45.91836631298065, 48.469388484954834, 44.897958636283875, 37.755101919174194, 29.081633687019348, 27.040815353393555, 22.448979318141937, 23.979592323303223, 19.897958636283875], [18.877550959587097, 28.57142984867096, 29.591837525367737, 33.673468232154846, 29.081633687019348, 40.30612111091614, 32.14285671710968, 40.816327929496765, 42.34693944454193, 37.244898080825806, 44.387754797935486, 48.97959232330322, 45.40816247463226, 44.387754797935486, 47.44898080825806, 49.48979616165161, 46.93877696990967, 47.44898080825806, 45.40816247463226, 40.816327929496765, 31.63265287876129, 28.57142984867096, 32.65306055545807, 23.979592323303223, 19.897958636283875], [20.91836780309677, 29.081633687019348, 28.57142984867096, 29.591837525367737, 37.244898080825806, 28.57142984867096, 36.73469424247742, 41.83673560619354, 41.326531767845154, 47.959184646606445, 43.8775509595871, 46.93877696990967, 32.65306055545807, 39.28571343421936, 48.469388484954834, 48.97959232330322, 50.51020383834839, 50.0, 46.42857015132904, 42.34693944454193, 27.551019191741943, 26.020407676696777, 28.57142984867096, 17.85714328289032, 18.36734712123871], [17.85714328289032, 27.551019191741943, 28.57142984867096, 38.26530575752258, 24.48979616165161, 21.42857164144516, 41.83673560619354, 40.30612111091614, 44.897958636283875, 40.816327929496765, 43.8775509595871, 47.44898080825806, 29.081633687019348, 43.8775509595871, 34.69387888908386, 44.387754797935486, 47.44898080825806, 49.48979616165161, 44.897958636283875, 35.20408272743225, 21.42857164144516, 20.408163964748383, 22.959183156490326, 25.0, 18.877550959587097], [27.551019191741943, 26.530611515045166, 32.14285671710968, 39.28571343421936, 40.30612111091614, 38.77550959587097, 39.79591727256775, 48.469388484954834, 43.36734712123871, 41.83673560619354, 36.73469424247742, 45.40816247463226, 40.816327929496765, 36.73469424247742, 40.30612111091614, 47.44898080825806, 49.48979616165161, 45.40816247463226, 45.91836631298065, 31.122449040412903, 29.081633687019348, 30.612245202064514, 29.591837525367737, 24.48979616165161, 14.795918762683868]]",16
22,EMOVO,WAV2VEC2_LARGE_XLSR,61.73469424247742,"[22.24489838 31.83673501 33.36734772 37.14285731 36.32653058 39.18367445
 43.46938729 49.48979616 46.12244844 53.46938729 51.63265407 52.14285612
 50.61224401 51.63265169 52.75510192 56.32653117 55.9183681  52.04081595
 48.16326499 44.79591727 39.28571403 32.34693885 12.34693855 10.20408183
 10.61224505]","[1.31470388 2.55306022 4.53594114 4.02253119 4.08673166 2.68815114
 5.11630636 1.96279336 4.60429146 4.33403298 5.08568921 2.70744752
 3.91762246 3.29703905 3.43924469 3.48436254 3.00284573 6.02818556
 3.67346878 6.76400503 3.9782835  4.34842348 3.64215659 1.29072549
 1.38414898]","[[23.469388484954834, 29.591837525367737, 34.69387888908386, 42.85714328289032, 38.26530575752258, 35.20408272743225, 38.26530575752258, 48.469388484954834, 51.530611515045166, 61.73469424247742, 49.48979616165161, 55.612242221832275, 52.040815353393555, 52.55101919174194, 52.040815353393555, 57.14285969734192, 55.10203838348389, 41.83673560619354, 45.40816247463226, 34.183672070503235, 45.91836631298065, 28.061223030090332, 9.693877398967743, 11.734694242477417, 12.244898080825806], [22.959183156490326, 36.22449040412903, 24.48979616165161, 39.28571343421936, 36.73469424247742, 40.816327929496765, 51.530611515045166, 52.55101919174194, 51.530611515045166, 52.55101919174194, 44.387754797935486, 53.57142686843872, 52.040815353393555, 46.42857015132904, 57.14285969734192, 59.69387888908386, 50.51020383834839, 50.51020383834839, 43.8775509595871, 42.34693944454193, 34.183672070503235, 29.591837525367737, 7.6530613005161285, 8.673469722270966, 9.183673560619354], [23.469388484954834, 33.16326439380646, 35.71428656578064, 30.612245202064514, 30.102041363716125, 36.73469424247742, 37.755101919174194, 51.02040767669678, 44.387754797935486, 49.48979616165161, 56.63265585899353, 52.55101919174194, 43.36734712123871, 55.612242221832275, 47.959184646606445, 53.06122303009033, 59.183675050735474, 52.040815353393555, 48.469388484954834, 45.91836631298065, 40.816327929496765, 29.591837525367737, 16.836734116077423, 8.673469722270966, 9.183673560619354], [20.408163964748383, 30.612245202064514, 34.69387888908386, 36.73469424247742, 42.34693944454193, 41.326531767845154, 43.8775509595871, 47.959184646606445, 40.30612111091614, 53.06122303009033, 58.163267374038696, 51.530611515045166, 55.10203838348389, 49.48979616165161, 50.51020383834839, 60.20408272743225, 57.65306353569031, 59.69387888908386, 54.5918345451355, 55.10203838348389, 36.73469424247742, 39.79591727256775, 16.326530277729034, 10.71428582072258, 12.244898080825806], [20.91836780309677, 29.591837525367737, 37.244898080825806, 36.22449040412903, 34.183672070503235, 41.83673560619354, 45.91836631298065, 47.44898080825806, 42.85714328289032, 50.51020383834839, 49.48979616165161, 47.44898080825806, 50.51020383834839, 54.08163070678711, 56.122446060180664, 51.530611515045166, 57.14285969734192, 56.122446060180664, 48.469388484954834, 46.42857015132904, 38.77550959587097, 34.69387888908386, 11.224489659070969, 11.224489659070969, 10.204081982374191]]",9
23,EMOVO,WAV2VEC2_LARGE_XLSR300M,69.89796161651611,"[23.87755066 22.34693885 30.51020414 26.83673531 29.59183693 38.26530635
 45.81632614 40.10204136 43.7755096  48.06122363 45.6122452  44.18367386
 50.20408094 44.08163309 50.3061235  44.59183693 46.42857134 50.51020384
 53.87755036 46.32653058 33.77551019 27.04081565 24.28571433 17.44897962
 16.53061226]","[ 3.54068348  2.82046397  5.12647186  7.6469362   8.16326536  3.80435779
  7.67276339  6.97021658  6.15129183  4.88731745  5.29826706  4.05090494
  9.11881768  9.51007323 10.88828649  5.76869088  9.06384479  5.3898422
  2.22626847  3.03389128  2.22158594  3.04417003  3.36270571  1.80816763
  3.23648005]","[[25.51020383834839, 22.448979318141937, 35.71428656578064, 37.244898080825806, 43.36734712123871, 41.326531767845154, 48.97959232330322, 50.51020383834839, 53.57142686843872, 55.612242221832275, 48.97959232330322, 50.0, 66.32652878761292, 59.69387888908386, 69.89796161651611, 52.040815353393555, 56.63265585899353, 58.673471212387085, 57.14285969734192, 45.40816247463226, 36.73469424247742, 24.48979616165161, 21.42857164144516, 14.795918762683868, 10.71428582072258], [17.85714328289032, 17.34693944454193, 21.42857164144516, 29.591837525367737, 31.122449040412903, 35.71428656578064, 41.326531767845154, 36.22449040412903, 39.79591727256775, 45.40816247463226, 35.71428656578064, 43.8775509595871, 41.326531767845154, 30.612245202064514, 36.22449040412903, 42.85714328289032, 32.14285671710968, 47.44898080825806, 54.5918345451355, 41.326531767845154, 33.673468232154846, 28.061223030090332, 19.897958636283875, 17.34693944454193, 18.36734712123871], [27.040815353393555, 23.469388484954834, 28.57142984867096, 23.469388484954834, 24.48979616165161, 32.14285671710968, 33.16326439380646, 41.326531767845154, 35.20408272743225, 43.8775509595871, 46.93877696990967, 38.26530575752258, 54.08163070678711, 43.36734712123871, 48.469388484954834, 35.20408272743225, 39.79591727256775, 55.10203838348389, 54.5918345451355, 50.51020383834839, 33.16326439380646, 22.959183156490326, 27.551019191741943, 18.877550959587097, 16.326530277729034], [27.040815353393555, 22.448979318141937, 32.65306055545807, 29.591837525367737, 30.102041363716125, 39.79591727256775, 54.5918345451355, 29.591837525367737, 44.897958636283875, 43.36734712123871, 45.40816247463226, 41.83673560619354, 44.897958636283875, 39.79591727256775, 47.959184646606445, 43.8775509595871, 52.55101919174194, 46.42857015132904, 50.51020383834839, 47.959184646606445, 30.102041363716125, 28.061223030090332, 28.57142984867096, 19.897958636283875, 20.408163964748383], [21.93877547979355, 26.020407676696777, 34.183672070503235, 14.28571492433548, 18.877550959587097, 42.34693944454193, 51.02040767669678, 42.85714328289032, 45.40816247463226, 52.040815353393555, 51.02040767669678, 46.93877696990967, 44.387754797935486, 46.93877696990967, 48.97959232330322, 48.97959232330322, 51.02040767669678, 44.897958636283875, 52.55101919174194, 46.42857015132904, 35.20408272743225, 31.63265287876129, 23.979592323303223, 16.326530277729034, 16.836734116077423]]",14
24,EmoDB,HUBERT_ASR_LARGE,100.0,"[63.80952358 73.80952477 85.47618985 87.38095164 88.57143044 91.9047606
 94.28571463 95.23809552 92.38095164 95.         97.38095164 99.04761791
 97.61904716 96.42857194 96.42857075 95.00000119 92.38095164 92.38095164
 93.33333373 90.71428537 87.14285612 84.76190567 82.14285731 79.76190567
 73.33333373]","[3.88321474 3.53152449 1.74963583 0.95237941 2.56436437 2.30841903
 5.01697824 1.06479554 1.78174119 1.38832353 2.3084189  0.47619104
 1.68358705 0.75292227 1.06479288 1.90476209 1.93429482 1.93429482
 1.42857035 1.74963616 2.04817277 2.75615071 2.71470402 3.98409584
 2.77664441]","[[63.09523582458496, 70.23809552192688, 84.52380895614624, 86.90476417541504, 91.66666865348816, 90.47619104385376, 96.42857313156128, 94.04761791229248, 92.85714030265808, 95.23809552192688, 98.8095223903656, 98.8095223903656, 95.23809552192688, 95.23809552192688, 95.23809552192688, 91.66666865348816, 95.23809552192688, 95.23809552192688, 94.04761791229248, 91.66666865348816, 88.09523582458496, 85.71428656578064, 82.14285969734192, 78.57142686843872, 70.23809552192688], [57.14285969734192, 75.0, 83.33333134651184, 85.71428656578064, 86.90476417541504, 92.85714030265808, 95.23809552192688, 94.04761791229248, 90.47619104385376, 94.04761791229248, 98.8095223903656, 98.8095223903656, 100.0, 97.6190447807312, 97.6190447807312, 96.42857313156128, 92.85714030265808, 91.66666865348816, 94.04761791229248, 92.85714030265808, 86.90476417541504, 80.95238208770752, 84.52380895614624, 80.95238208770752, 70.23809552192688], [64.28571343421936, 69.04761791229248, 88.09523582458496, 88.09523582458496, 85.71428656578064, 88.09523582458496, 96.42857313156128, 95.23809552192688, 92.85714030265808, 92.85714030265808, 94.04761791229248, 100.0, 98.8095223903656, 96.42857313156128, 96.42857313156128, 96.42857313156128, 91.66666865348816, 92.85714030265808, 91.66666865348816, 89.28571343421936, 83.33333134651184, 88.09523582458496, 85.71428656578064, 76.1904776096344, 75.0], [65.47619104385376, 77.3809552192688, 84.52380895614624, 88.09523582458496, 86.90476417541504, 94.04761791229248, 98.8095223903656, 96.42857313156128, 90.47619104385376, 96.42857313156128, 100.0, 98.8095223903656, 97.6190447807312, 96.42857313156128, 95.23809552192688, 94.04761791229248, 89.28571343421936, 89.28571343421936, 95.23809552192688, 88.09523582458496, 89.28571343421936, 86.90476417541504, 78.57142686843872, 76.1904776096344, 73.8095223903656], [69.04761791229248, 77.3809552192688, 86.90476417541504, 88.09523582458496, 91.66666865348816, 94.04761791229248, 84.52380895614624, 96.42857313156128, 95.23809552192688, 96.42857313156128, 95.23809552192688, 98.8095223903656, 96.42857313156128, 96.42857313156128, 97.6190447807312, 96.42857313156128, 92.85714030265808, 92.85714030265808, 91.66666865348816, 91.66666865348816, 88.09523582458496, 82.14285969734192, 79.76190447807312, 86.90476417541504, 77.3809552192688]]",10
25,EmoDB,HUBERT_BASE,96.42857313156128,"[65.23809433 80.47619224 84.76190567 85.23809552 94.52381015 93.33333254
 88.57142806 92.38095164 92.85714149 92.14285731 92.61904836 89.0476191
 85.9523809 ]","[1.57934504 2.33284797 1.90476254 2.67261242 1.78174183 1.61484029
 0.95238    0.58320962 1.30410071 0.58320962 1.38832108 2.04817318
 2.04817318]","[[63.09523582458496, 76.1904776096344, 82.14285969734192, 83.33333134651184, 94.04761791229248, 94.04761791229248, 88.09523582458496, 91.66666865348816, 92.85714030265808, 92.85714030265808, 92.85714030265808, 85.71428656578064, 89.28571343421936], [64.28571343421936, 82.14285969734192, 83.33333134651184, 86.90476417541504, 96.42857313156128, 90.47619104385376, 89.28571343421936, 92.85714030265808, 92.85714030265808, 92.85714030265808, 95.23809552192688, 88.09523582458496, 84.52380895614624], [67.85714030265808, 82.14285969734192, 84.52380895614624, 88.09523582458496, 94.04761791229248, 94.04761791229248, 89.28571343421936, 92.85714030265808, 94.04761791229248, 91.66666865348816, 91.66666865348816, 90.47619104385376, 85.71428656578064], [65.47619104385376, 82.14285969734192, 86.90476417541504, 86.90476417541504, 91.66666865348816, 92.85714030265808, 89.28571343421936, 92.85714030265808, 90.47619104385376, 91.66666865348816, 91.66666865348816, 91.66666865348816, 86.90476417541504], [65.47619104385376, 79.76190447807312, 86.90476417541504, 80.95238208770752, 96.42857313156128, 95.23809552192688, 86.90476417541504, 91.66666865348816, 94.04761791229248, 91.66666865348816, 91.66666865348816, 89.28571343421936, 83.33333134651184]]",4
26,EmoDB,HUBERT_LARGE,100.0,"[62.14285851 73.57142687 84.52381015 87.14285612 89.28571463 89.0476203
 94.99999881 95.9523809  95.95238209 96.19047642 97.85714149 97.61904716
 97.61904716 97.14285612 96.90476179 96.90476298 96.9047606  94.76190448
 95.71428418 94.28571463 94.52380896 96.19047642 91.66666746 94.76190567
 94.76190448]","[3.48303281 3.22968128 2.12958909 2.30841903 3.61089344 1.90476149
 1.38832129 1.21405208 0.95238209 1.57934504 1.90476179 1.50584547
 1.50584547 1.21405114 1.21405114 1.61484011 0.95237941 0.95238209
 1.93429482 1.57934504 1.21405371 0.89086996 4.19209985 1.78174167
 0.58321254]","[[60.71428656578064, 72.6190447807312, 86.90476417541504, 83.33333134651184, 91.66666865348816, 89.28571343421936, 94.04761791229248, 96.42857313156128, 96.42857313156128, 96.42857313156128, 98.8095223903656, 98.8095223903656, 98.8095223903656, 98.8095223903656, 96.42857313156128, 96.42857313156128, 95.23809552192688, 92.85714030265808, 97.6190447807312, 96.42857313156128, 94.04761791229248, 96.42857313156128, 91.66666865348816, 96.42857313156128, 95.23809552192688], [66.66666865348816, 72.6190447807312, 85.71428656578064, 89.28571343421936, 86.90476417541504, 91.66666865348816, 94.04761791229248, 96.42857313156128, 96.42857313156128, 94.04761791229248, 98.8095223903656, 98.8095223903656, 98.8095223903656, 97.6190447807312, 97.6190447807312, 96.42857313156128, 96.42857313156128, 95.23809552192688, 96.42857313156128, 95.23809552192688, 96.42857313156128, 96.42857313156128, 95.23809552192688, 95.23809552192688, 95.23809552192688], [57.14285969734192, 72.6190447807312, 83.33333134651184, 85.71428656578064, 92.85714030265808, 86.90476417541504, 95.23809552192688, 97.6190447807312, 94.04761791229248, 95.23809552192688, 98.8095223903656, 96.42857313156128, 96.42857313156128, 95.23809552192688, 95.23809552192688, 96.42857313156128, 97.6190447807312, 95.23809552192688, 92.85714030265808, 94.04761791229248, 92.85714030265808, 95.23809552192688, 96.42857313156128, 91.66666865348816, 94.04761791229248], [65.47619104385376, 79.76190447807312, 85.71428656578064, 88.09523582458496, 91.66666865348816, 90.47619104385376, 97.6190447807312, 94.04761791229248, 96.42857313156128, 96.42857313156128, 98.8095223903656, 95.23809552192688, 95.23809552192688, 96.42857313156128, 96.42857313156128, 95.23809552192688, 97.6190447807312, 95.23809552192688, 97.6190447807312, 94.04761791229248, 95.23809552192688, 97.6190447807312, 84.52380895614624, 94.04761791229248, 95.23809552192688], [60.71428656578064, 70.23809552192688, 80.95238208770752, 89.28571343421936, 83.33333134651184, 86.90476417541504, 94.04761791229248, 95.23809552192688, 96.42857313156128, 98.8095223903656, 94.04761791229248, 98.8095223903656, 98.8095223903656, 97.6190447807312, 98.8095223903656, 100.0, 97.6190447807312, 95.23809552192688, 94.04761791229248, 91.66666865348816, 94.04761791229248, 95.23809552192688, 90.47619104385376, 96.42857313156128, 94.04761791229248]]",15
27,EmoDB,WAV2VEC2_ASR_LARGE_960H,97.6190447807312,"[77.85714388 82.38095284 89.76190448 89.76190448 88.33333254 89.76190448
 91.90476179 91.9047606  92.38095164 94.28571224 91.42857194 90.47619104
 87.14285731 85.         79.76190567 84.52381015 78.09523821 81.19047523
 77.61904836 77.85714269 78.80952358 72.14285612 68.09523582 60.47618985
 54.28571463]","[2.67261284 3.31628234 1.42857313 0.58321254 0.89086996 3.3333339
 1.57934468 1.38832108 3.24718728 1.74963535 1.16642362 1.30410288
 2.30841952 3.57935698 2.71470245 2.25876805 3.06764334 2.3084189
 1.38832088 5.08432323 2.04817291 5.35582044 4.2857141  3.48303305
 1.61484099]","[[75.0, 85.71428656578064, 90.47619104385376, 89.28571343421936, 88.09523582458496, 92.85714030265808, 91.66666865348816, 89.28571343421936, 92.85714030265808, 94.04761791229248, 92.85714030265808, 91.66666865348816, 86.90476417541504, 86.90476417541504, 79.76190447807312, 82.14285969734192, 79.76190447807312, 83.33333134651184, 78.57142686843872, 82.14285969734192, 79.76190447807312, 80.95238208770752, 63.09523582458496, 54.76190447807312, 52.3809552192688], [76.1904776096344, 85.71428656578064, 90.47619104385376, 90.47619104385376, 89.28571343421936, 83.33333134651184, 91.66666865348816, 92.85714030265808, 96.42857313156128, 92.85714030265808, 91.66666865348816, 90.47619104385376, 88.09523582458496, 84.52380895614624, 82.14285969734192, 84.52380895614624, 75.0, 84.52380895614624, 79.76190447807312, 83.33333134651184, 78.57142686843872, 72.6190447807312, 63.09523582458496, 63.09523582458496, 53.57142686843872], [76.1904776096344, 83.33333134651184, 88.09523582458496, 90.47619104385376, 88.09523582458496, 90.47619104385376, 89.28571343421936, 91.66666865348816, 89.28571343421936, 92.85714030265808, 89.28571343421936, 88.09523582458496, 86.90476417541504, 79.76190447807312, 76.1904776096344, 82.14285969734192, 73.8095223903656, 79.76190447807312, 76.1904776096344, 69.04761791229248, 80.95238208770752, 64.28571343421936, 69.04761791229248, 58.33333134651184, 53.57142686843872], [82.14285969734192, 77.3809552192688, 88.09523582458496, 89.28571343421936, 86.90476417541504, 91.66666865348816, 92.85714030265808, 92.85714030265808, 88.09523582458496, 94.04761791229248, 91.66666865348816, 90.47619104385376, 90.47619104385376, 83.33333134651184, 77.3809552192688, 85.71428656578064, 80.95238208770752, 78.57142686843872, 76.1904776096344, 78.57142686843872, 75.0, 70.23809552192688, 72.6190447807312, 64.28571343421936, 57.14285969734192], [79.76190447807312, 79.76190447807312, 91.66666865348816, 89.28571343421936, 89.28571343421936, 90.47619104385376, 94.04761791229248, 92.85714030265808, 95.23809552192688, 97.6190447807312, 91.66666865348816, 91.66666865348816, 83.33333134651184, 90.47619104385376, 83.33333134651184, 88.09523582458496, 80.95238208770752, 79.76190447807312, 77.3809552192688, 76.1904776096344, 79.76190447807312, 72.6190447807312, 72.6190447807312, 61.90476417541504, 54.76190447807312]]",9
28,EmoDB,WAV2VEC2_BASE,91.66666865348816,"[70.         84.28571463 86.42857194 89.28571463 81.66666746 85.47618985
 84.76190448 87.14285612 89.0476191  85.23809552 84.0476191  68.57142925
 72.85714149]","[5.75383112 1.16642289 3.4173093  2.25877057 6.50309627 1.74963583
 1.16642508 2.30841903 2.04817318 3.65768777 4.67782915 4.85621012
 3.71916667]","[[72.6190447807312, 82.14285969734192, 90.47619104385376, 91.66666865348816, 86.90476417541504, 83.33333134651184, 84.52380895614624, 89.28571343421936, 85.71428656578064, 86.90476417541504, 75.0, 77.3809552192688, 70.23809552192688], [77.3809552192688, 84.52380895614624, 82.14285969734192, 85.71428656578064, 69.04761791229248, 84.52380895614624, 83.33333134651184, 83.33333134651184, 89.28571343421936, 79.76190447807312, 85.71428656578064, 70.23809552192688, 78.57142686843872], [60.71428656578064, 84.52380895614624, 90.47619104385376, 91.66666865348816, 84.52380895614624, 86.90476417541504, 84.52380895614624, 88.09523582458496, 88.09523582458496, 88.09523582458496, 84.52380895614624, 65.47619104385376, 72.6190447807312], [72.6190447807312, 84.52380895614624, 84.52380895614624, 89.28571343421936, 82.14285969734192, 88.09523582458496, 84.52380895614624, 85.71428656578064, 90.47619104385376, 89.28571343421936, 86.90476417541504, 65.47619104385376, 75.0], [66.66666865348816, 85.71428656578064, 84.52380895614624, 88.09523582458496, 85.71428656578064, 84.52380895614624, 86.90476417541504, 89.28571343421936, 91.66666865348816, 82.14285969734192, 88.09523582458496, 64.28571343421936, 67.85714030265808]]",3
29,EmoDB,WAV2VEC2_LARGE,98.8095223903656,"[74.52381015 85.47619104 86.90476179 87.38095284 84.0476203  90.23809433
 95.47618985 90.71428657 95.23809671 95.71428537 94.28571343 90.
 88.09523702 88.09523702 87.14285731 83.0952394  87.38095284 85.23809552
 86.66666508 85.9523809  88.33333373 81.19047642 71.19047642 46.42857075
 43.33333254]","[2.07566686 2.54216117 3.19438397 1.78174119 2.20800434 1.74963583
 1.16642289 2.30841804 1.84427767 1.61484011 1.38832353 2.45133996
 3.36717495 4.45435361 4.47973589 3.79461356 2.77664237 2.87691568
 2.3084189  2.65131535 1.38832108 3.22968049 3.22968075 5.97614233
 5.51230242]","[[73.8095223903656, 89.28571343421936, 90.47619104385376, 88.09523582458496, 82.14285969734192, 91.66666865348816, 95.23809552192688, 86.90476417541504, 96.42857313156128, 94.04761791229248, 96.42857313156128, 91.66666865348816, 88.09523582458496, 79.76190447807312, 86.90476417541504, 76.1904776096344, 82.14285969734192, 86.90476417541504, 84.52380895614624, 85.71428656578064, 90.47619104385376, 80.95238208770752, 76.1904776096344, 46.42857015132904, 41.66666567325592], [77.3809552192688, 86.90476417541504, 83.33333134651184, 86.90476417541504, 80.95238208770752, 89.28571343421936, 95.23809552192688, 90.47619104385376, 91.66666865348816, 95.23809552192688, 95.23809552192688, 90.47619104385376, 92.85714030265808, 92.85714030265808, 90.47619104385376, 86.90476417541504, 89.28571343421936, 79.76190447807312, 83.33333134651184, 80.95238208770752, 86.90476417541504, 76.1904776096344, 69.04761791229248, 53.57142686843872, 48.8095223903656], [71.42857313156128, 82.14285969734192, 86.90476417541504, 85.71428656578064, 85.71428656578064, 88.09523582458496, 95.23809552192688, 91.66666865348816, 95.23809552192688, 95.23809552192688, 94.04761791229248, 92.85714030265808, 90.47619104385376, 89.28571343421936, 89.28571343421936, 85.71428656578064, 89.28571343421936, 85.71428656578064, 89.28571343421936, 88.09523582458496, 89.28571343421936, 83.33333134651184, 71.42857313156128, 35.71428656578064, 33.33333432674408], [76.1904776096344, 85.71428656578064, 90.47619104385376, 90.47619104385376, 86.90476417541504, 89.28571343421936, 94.04761791229248, 94.04761791229248, 96.42857313156128, 98.8095223903656, 92.85714030265808, 89.28571343421936, 83.33333134651184, 90.47619104385376, 90.47619104385376, 82.14285969734192, 89.28571343421936, 88.09523582458496, 88.09523582458496, 88.09523582458496, 88.09523582458496, 85.71428656578064, 72.6190447807312, 46.42857015132904, 46.42857015132904], [73.8095223903656, 83.33333134651184, 83.33333134651184, 85.71428656578064, 84.52380895614624, 92.85714030265808, 97.6190447807312, 90.47619104385376, 96.42857313156128, 95.23809552192688, 92.85714030265808, 85.71428656578064, 85.71428656578064, 88.09523582458496, 78.57142686843872, 84.52380895614624, 86.90476417541504, 85.71428656578064, 88.09523582458496, 86.90476417541504, 86.90476417541504, 79.76190447807312, 66.66666865348816, 50.0, 46.42857015132904]]",9
